,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
313,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
314,Hypothyroidism,14,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
315,Hypothyroidism,14,15,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
316,Hypothyroidism,14,15,17,21,64,70,71,72,73,95,96,101,140,140,140,140,140
317,Hypothyroidism,14,15,17,18,64,70,71,72,73,95,96,101,140,140,140,140,140
318,Hypothyroidism,14,15,17,18,21,70,71,72,73,95,96,101,140,140,140,140,140
319,Hypothyroidism,14,15,17,18,21,64,71,72,73,95,96,101,140,140,140,140,140
320,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
321,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
322,Hyperthyroidism,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
323,Hyperthyroidism,14,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
324,Hyperthyroidism,14,18,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
325,Hyperthyroidism,14,18,19,28,40,58,74,80,96,101,140,140,140,140,140,140,140
326,Hyperthyroidism,14,18,19,20,40,58,74,80,96,101,140,140,140,140,140,140,140
327,Hyperthyroidism,14,18,19,20,28,58,74,80,96,101,140,140,140,140,140,140,140
328,Hyperthyroidism,14,18,19,20,28,40,74,80,96,101,140,140,140,140,140,140,140
329,Hyperthyroidism,14,18,19,20,28,40,58,80,96,101,140,140,140,140,140,140,140
330,Hypoglycemia,11,14,16,28,31,34,49,74,77,96,119,140,140,140,140,140,140
331,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
332,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
333,Hypoglycemia,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
334,Hypoglycemia,11,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
335,Hypoglycemia,11,14,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
336,Hypoglycemia,11,14,16,31,34,49,74,76,77,96,119,140,140,140,140,140,140
337,Hypoglycemia,11,14,16,28,34,49,74,76,77,96,119,140,140,140,140,140,140
338,Hypoglycemia,11,14,16,28,31,49,74,76,77,96,119,140,140,140,140,140,140
339,Hypoglycemia,11,14,16,28,31,34,74,76,77,96,119,140,140,140,140,140,140
340,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
341,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
342,Osteoarthristis,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
343,Osteoarthristis,6,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
344,Osteoarthristis,6,63,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
345,Osteoarthristis,6,63,78,82,120,140,140,140,140,140,140,140,140,140,140,140,140
346,Osteoarthristis,6,63,78,79,120,140,140,140,140,140,140,140,140,140,140,140,140
347,Osteoarthristis,6,63,78,79,82,140,140,140,140,140,140,140,140,140,140,140,140
348,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
349,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
350,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
351,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
352,Arthritis,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
353,Arthritis,80,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
354,Arthritis,80,81,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
355,Arthritis,80,81,82,120,140,140,140,140,140,140,140,140,140,140,140,140,140
356,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
357,Arthritis,80,81,82,83,140,140,140,140,140,140,140,140,140,140,140,140,140
358,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
359,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
360,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
361,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
362,(vertigo) Paroymsal  Positional Vertigo,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
363,(vertigo) Paroymsal  Positional Vertigo,11,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
364,(vertigo) Paroymsal  Positional Vertigo,11,31,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
365,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
366,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,86,140,140,140,140,140,140,140,140,140,140,140,140
367,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,140,140,140,140,140,140,140,140,140,140,140,140
368,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
369,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
370,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
371,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
372,Acne,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
373,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
374,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
375,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
376,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
377,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
378,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
379,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
380,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
381,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
382,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
383,Urinary tract infection,12,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
384,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
385,Urinary tract infection,12,89,90,140,140,140,140,140,140,140,140,140,140,140,140,140,140
386,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
387,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
388,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
389,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
390,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
391,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
392,Psoriasis,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
393,Psoriasis,1,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
394,Psoriasis,1,6,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
395,Psoriasis,1,6,124,126,127,140,140,140,140,140,140,140,140,140,140,140,140
396,Psoriasis,1,6,124,125,127,140,140,140,140,140,140,140,140,140,140,140,140
397,Psoriasis,1,6,124,125,126,140,140,140,140,140,140,140,140,140,140,140,140
398,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
399,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
400,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
401,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
402,Impetigo,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
403,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
404,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
405,Impetigo,1,25,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
406,Impetigo,1,25,128,130,140,140,140,140,140,140,140,140,140,140,140,140,140
407,Impetigo,1,25,128,129,140,140,140,140,140,140,140,140,140,140,140,140,140
408,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
409,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
410,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
411,Fungal infection,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
412,Fungal infection,0,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
413,Fungal infection,0,1,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
414,Fungal infection,0,1,2,140,140,140,140,140,140,140,140,140,140,140,140,140,140
415,Fungal infection,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
416,Fungal infection,0,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
417,Fungal infection,0,1,102,140,140,140,140,140,140,140,140,140,140,140,140,140,140
418,Fungal infection,0,1,2,140,140,140,140,140,140,140,140,140,140,140,140,140,140
419,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
420,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
421,Allergy,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
422,Allergy,3,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
423,Allergy,3,4,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
424,Allergy,3,4,5,140,140,140,140,140,140,140,140,140,140,140,140,140,140
425,Allergy,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
426,Allergy,3,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
427,Allergy,3,4,103,140,140,140,140,140,140,140,140,140,140,140,140,140,140
428,Allergy,3,4,5,140,140,140,140,140,140,140,140,140,140,140,140,140,140
429,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
430,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
431,GERD,7,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
432,GERD,7,8,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
433,GERD,7,8,9,24,56,140,140,140,140,140,140,140,140,140,140,140,140
434,GERD,7,8,9,11,56,140,140,140,140,140,140,140,140,140,140,140,140
435,GERD,7,8,9,11,24,140,140,140,140,140,140,140,140,140,140,140,140
436,GERD,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
437,GERD,7,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
438,GERD,7,8,11,24,56,140,140,140,140,140,140,140,140,140,140,140,140
439,GERD,7,8,9,24,56,140,140,140,140,140,140,140,140,140,140,140,140
440,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
441,Chronic cholestasis,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
442,Chronic cholestasis,0,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
443,Chronic cholestasis,0,11,34,35,39,43,140,140,140,140,140,140,140,140,140,140,140
444,Chronic cholestasis,0,11,32,35,39,43,140,140,140,140,140,140,140,140,140,140,140
445,Chronic cholestasis,0,11,32,34,39,43,140,140,140,140,140,140,140,140,140,140,140
446,Chronic cholestasis,0,11,32,34,35,43,140,140,140,140,140,140,140,140,140,140,140
447,Chronic cholestasis,0,11,32,34,35,39,140,140,140,140,140,140,140,140,140,140,140
448,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
449,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
450,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
451,Drug Reaction,0,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
452,Drug Reaction,0,1,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
453,Drug Reaction,0,1,7,13,140,140,140,140,140,140,140,140,140,140,140,140,140
454,Drug Reaction,0,1,7,12,140,140,140,140,140,140,140,140,140,140,140,140,140
455,Drug Reaction,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
456,Drug Reaction,0,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
457,Drug Reaction,0,1,12,13,140,140,140,140,140,140,140,140,140,140,140,140,140
458,Drug Reaction,0,1,7,13,140,140,140,140,140,140,140,140,140,140,140,140,140
459,Drug Reaction,0,1,7,12,140,140,140,140,140,140,140,140,140,140,140,140,140
460,Peptic ulcer diseae,11,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
461,Peptic ulcer diseae,11,30,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
462,Peptic ulcer diseae,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
463,Peptic ulcer diseae,11,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
464,Peptic ulcer diseae,11,30,39,92,93,140,140,140,140,140,140,140,140,140,140,140,140
465,Peptic ulcer diseae,11,30,35,92,93,140,140,140,140,140,140,140,140,140,140,140,140
466,Peptic ulcer diseae,11,30,35,39,93,140,140,140,140,140,140,140,140,140,140,140,140
467,Peptic ulcer diseae,11,30,35,39,92,140,140,140,140,140,140,140,140,140,140,140,140
468,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
469,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
470,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
471,AIDS,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
472,AIDS,10,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
473,AIDS,10,22,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
474,AIDS,10,22,25,140,140,140,140,140,140,140,140,140,140,140,140,140,140
475,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
476,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
477,AIDS,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
478,AIDS,10,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140,140
479,AIDS,10,22,25,140,140,140,140,140,140,140,140,140,140,140,140,140,140
480,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
481,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
482,Diabetes ,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
483,Diabetes ,14,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
484,Diabetes ,14,19,21,23,49,67,74,104,105,140,140,140,140,140,140,140,140
485,Diabetes ,14,19,20,23,49,67,74,104,105,140,140,140,140,140,140,140,140
486,Diabetes ,14,19,20,21,49,67,74,104,105,140,140,140,140,140,140,140,140
487,Diabetes ,14,19,20,21,23,67,74,104,105,140,140,140,140,140,140,140,140
488,Diabetes ,14,19,20,21,23,49,74,104,105,140,140,140,140,140,140,140,140
489,Diabetes ,14,19,20,21,23,49,67,104,105,140,140,140,140,140,140,140,140
490,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
491,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
492,Gastroenteritis,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
493,Gastroenteritis,11,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
494,Gastroenteritis,11,26,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
495,Gastroenteritis,11,26,29,140,140,140,140,140,140,140,140,140,140,140,140,140,140
496,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
497,Gastroenteritis,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
498,Gastroenteritis,11,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
499,Gastroenteritis,11,26,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140
500,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
501,Bronchial Asthma,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
502,Bronchial Asthma,14,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
503,Bronchial Asthma,14,24,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
504,Bronchial Asthma,14,24,25,106,107,140,140,140,140,140,140,140,140,140,140,140,140
505,Bronchial Asthma,14,24,25,27,107,140,140,140,140,140,140,140,140,140,140,140,140
506,Bronchial Asthma,14,24,25,27,106,140,140,140,140,140,140,140,140,140,140,140,140
507,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
508,Bronchial Asthma,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
509,Bronchial Asthma,14,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140,140
510,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
511,Hypertension ,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
512,Hypertension ,31,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
513,Hypertension ,31,56,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
514,Hypertension ,31,56,64,109,140,140,140,140,140,140,140,140,140,140,140,140,140
515,Hypertension ,31,56,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
516,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
517,Hypertension ,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
518,Hypertension ,31,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
519,Hypertension ,31,56,85,109,140,140,140,140,140,140,140,140,140,140,140,140,140
520,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
521,Migraine,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
522,Migraine,8,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
523,Migraine,8,30,49,74,81,95,96,110,140,140,140,140,140,140,140,140,140
524,Migraine,8,30,31,74,81,95,96,110,140,140,140,140,140,140,140,140,140
525,Migraine,8,30,31,49,81,95,96,110,140,140,140,140,140,140,140,140,140
526,Migraine,8,30,31,49,74,95,96,110,140,140,140,140,140,140,140,140,140
527,Migraine,8,30,31,49,74,81,96,110,140,140,140,140,140,140,140,140,140
528,Migraine,8,30,31,49,74,81,95,110,140,140,140,140,140,140,140,140,140
529,Migraine,8,30,31,49,74,81,95,96,140,140,140,140,140,140,140,140,140
530,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
531,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
532,Cervical spondylosis,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
533,Cervical spondylosis,37,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
534,Cervical spondylosis,37,57,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
535,Cervical spondylosis,37,57,63,85,140,140,140,140,140,140,140,140,140,140,140,140,140
536,Cervical spondylosis,37,57,63,64,140,140,140,140,140,140,140,140,140,140,140,140,140
537,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
538,Cervical spondylosis,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
539,Cervical spondylosis,37,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140,140
540,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
541,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
542,Paralysis (brain hemorrhage),31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
543,Paralysis (brain hemorrhage),11,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
544,Paralysis (brain hemorrhage),11,31,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
545,Paralysis (brain hemorrhage),11,31,87,140,140,140,140,140,140,140,140,140,140,140,140,140,140
546,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
547,Paralysis (brain hemorrhage),31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
548,Paralysis (brain hemorrhage),11,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
549,Paralysis (brain hemorrhage),11,31,98,140,140,140,140,140,140,140,140,140,140,140,140,140,140
550,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
551,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
552,Jaundice,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
553,Jaundice,0,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
554,Jaundice,0,11,19,25,32,33,39,140,140,140,140,140,140,140,140,140,140
555,Jaundice,0,11,14,25,32,33,39,140,140,140,140,140,140,140,140,140,140
556,Jaundice,0,11,14,19,32,33,39,140,140,140,140,140,140,140,140,140,140
557,Jaundice,0,11,14,19,25,33,39,140,140,140,140,140,140,140,140,140,140
558,Jaundice,0,11,14,19,25,32,39,140,140,140,140,140,140,140,140,140,140
559,Jaundice,0,11,14,19,25,32,33,140,140,140,140,140,140,140,140,140,140
560,Malaria,5,11,25,28,31,34,97,140,140,140,140,140,140,140,140,140,140
561,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
562,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
563,Malaria,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
564,Malaria,5,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
565,Malaria,5,11,28,31,34,40,97,140,140,140,140,140,140,140,140,140,140
